READ SERR 1 2
@myspectrum_e3_bb.pco
!
5.859375E-3 1.953125E-3 1.10366213 0.45066753 1.01215801E-5
9.76565015E-3 1.95315015E-3 1.08958852 0.446604162 1.68586776E-5
1.36719001E-2 1.95309985E-3 0.383731037 0.242843702 2.35864863E-5
1.75780989E-2 1.95309985E-3 0.306748271 0.220620319 0
2.14843489E-2 1.95315015E-3 0.842428803 0.375255346 0
2.53906511E-2 1.95315015E-3 0.275529265 0.21160534 0
2.92969011E-2 1.95309985E-3 1.07821417 0.443323493 0
3.32031026E-2 1.95310079E-3 1.08625221 0.445645183 0
3.71093526E-2 1.95314921E-3 0.642846406 0.317640871 0
4.19922024E-2 2.92970054E-3 0.291857481 0.172297463 0
4.88281511E-2 3.90625E-3 0.362885118 0.121707261 0
5.66406511E-2 3.90625E-3 0.235348478 9.73616615E-2 0
6.44531474E-2 3.90624814E-3 0.183155283 8.44691545E-2 0
7.22656474E-2 3.90625E-3 0.272862732 0.103493378 0
8.10547024E-2 4.88280132E-3 0.182463914 7.58132413E-2 0
9.17968452E-2 5.85934892E-3 0.21504949 6.27780482E-2 0
0.103515595 5.85940108E-3 0.31865117 8.55684727E-2 0
0.115234502 5.85950166E-3 0.210178286 6.61650971E-2 0
0.12793 6.8359971E-3 7.17406645E-2 3.4571182E-2 0
0.142578498 7.8125E-3 0.162871033 4.10840958E-2 0
0.15918 8.7890029E-3 0.119947053 3.36703174E-2 0
0.177734494 9.76549834E-3 0.122659892 2.77763605E-2 0
0.197265506 9.76549834E-3 0.116295144 2.84545664E-2 0
0.217773497 1.07425004E-2 0.199756563 3.73016037E-2 0
0.240234494 1.17185041E-2 9.16789323E-2 2.00238451E-2 0
0.264648497 1.26954913E-2 0.110705443 2.31514089E-2 0
0.291015983 1.36720091E-2 8.44111517E-2 1.69141553E-2 0
0.319335997 1.46479905E-2 6.17026612E-2 1.49827721E-2 2.98664347E-40
0.350585997 1.66020095E-2 5.71671762E-2 1.18177263E-2 1.19984131E-31
0.385742486 1.85544938E-2 6.73365146E-2 1.14556886E-2 5.68561932E-25
0.423828006 1.95309967E-2 6.52299076E-2 1.08892806E-2 7.89825411E-21
0.463867009 2.05080062E-2 6.61100298E-2 1.02631385E-2 6.24004275E-17
0.506835997 2.24609971E-2 6.32741302E-2 9.27420985E-3 5.91412973E-14
0.553710997 2.44140029E-2 3.92895415E-2 6.53561391E-3 3.62939192E-17
0.604492009 2.63670087E-2 5.46349399E-2 7.35056866E-3 4.69408168E-15
0.659179509 2.83204913E-2 4.382357E-2 5.87549852E-3 1.14035712E-12
0.71875 3.125E-2 4.78623994E-2 5.90748806E-3 3.39402985E-11
0.784179509 3.41795087E-2 3.56397741E-2 4.41094674E-3 4.53463905E-10
0.855468512 3.71094942E-2 3.66927646E-2 4.22431016E-3 8.37403835E-9
0.932617009 4.00390029E-2 3.95212136E-2 4.20450047E-3 3.37849677E-8
1.01562309 4.29670215E-2 4.16092388E-2 4.12182417E-3 3.12780799E-7
1.10546505 4.6875E-2 3.95778157E-2 3.75925354E-3 1.85388728E-6
1.203125 5.07849455E-2 3.04557774E-2 2.8311538E-3 7.87094723E-6
1.30859494 5.46850562E-2 3.30947824E-2 2.83309561E-3 2.35430325E-5
1.421875 5.85949421E-2 2.99938861E-2 2.51479889E-3 5.1028208E-5
1.54394495 6.34750128E-2 2.89931409E-2 2.31473753E-3 1.12766713E-4
1.67675495 6.93350434E-2 2.87920069E-2 2.13516853E-3 2.13206455E-4
1.82128501 7.51949549E-2 2.31962372E-2 1.73150573E-3 3.53833137E-4
1.97753501 8.10549855E-2 2.37025507E-2 1.65237219E-3 4.82237345E-4
2.14550495 8.69150162E-2 1.87422745E-2 1.34296133E-3 7.01354991E-4
2.32616997 9.375E-2 1.60044264E-2 1.13178126E-3 9.50943504E-4
